MaGiaoDich,Ngay,Thang,KhuVuc,TenSanPham,SoLuong,GiaBan,GiaVon,DoanhThu,LoiNhuan
334,05/01/2023,1,Miền Trung,Tai nghe,8,500000,275000,4000000,1800000
335,12/04/2023,4,Miền Bắc,Chuột quang,2,202000,100000,404000,204000
336,05/03/2023,3,Miền Bắc,Điện thoại,3,8240000,6000000,24720000,6720000
337,01/03/2023,3,Miền Bắc,Tai nghe,1,510000,250000,510000,260000
338,20/02/2023,2,Miền Trung,Điện thoại,1,8160000,6600000,8160000,1560000
339,05/05/2023,5,Miền Nam,Bàn phím,3,768000,500000,2304000,804000
340,24/07/2023,7,Miền Nam,Bàn phím,2,824000,500000,1648000,648000
341,09/10/2023,10,Miền Bắc,Laptop Dell,1,14400000,12000000,14400000,2400000
342,22/11/2023,11,Miền Bắc,Tai nghe,3,490000,250000,1470000,720000
343,13/03/2023,3,Miền Trung,Tai nghe,1,490000,275000,490000,215000
344,26/08/2023,8,Miền Bắc,Tai nghe,3,505000,250000,1515000,765000
345,11/03/2023,3,Miền Trung,Bàn phím,4,808000,550000,3232000,1032000
346,08/04/2023,4,Miền Nam,Điện thoại,4,8160000,6000000,32640000,8640000
347,24/06/2023,6,Miền Trung,Điện thoại,1,7680000,6600000,7680000,1080000
348,21/05/2023,5,Miền Nam,Chuột quang,1,204000,100000,204000,104000
349,13/05/2023,5,Miền Nam,Laptop Dell,5,14850000,12000000,74250000,14250000
350,13/01/2023,1,Miền Nam,Bàn phím,1,760000,500000,760000,260000
351,24/09/2023,9,Miền Nam,Điện thoại,5,8320000,6000000,41600000,11600000
352,22/09/2023,9,Miền Trung,Chuột quang,4,200000,110000,800000,360000
353,27/03/2023,3,Miền Nam,Bàn phím,4,768000,500000,3072000,1072000
354,26/11/2023,11,Miền Nam,Điện thoại,6,8240000,6000000,49440000,13440000
355,03/11/2023,11,Miền Bắc,Laptop Dell,6,15600000,12000000,93600000,21600000
356,17/02/2023,2,Miền Trung,Laptop Dell,3,14250000,13200000,42750000,3150000
357,12/05/2023,5,Miền Bắc,Tai nghe,4,515000,250000,2060000,1060000
358,25/09/2023,9,Miền Bắc,Tai nghe,4,500000,250000,2000000,1000000
359,23/07/2023,7,Miền Nam,Chuột quang,1,196000,100000,196000,96000
360,22/04/2023,4,Miền Bắc,Chuột quang,1,200000,100000,200000,100000
361,13/07/2023,7,Miền Trung,Bàn phím,3,784000,550000,2352000,702000
362,04/11/2023,11,Miền Nam,Laptop Dell,3,15150000,12000000,45450000,9450000
363,20/12/2023,12,Miền Bắc,Chuột quang,9,202000,100000,1818000,918000
364,27/04/2023,4,Miền Trung,Điện thoại,3,8320000,6600000,24960000,5160000
365,26/11/2023,11,Miền Nam,Bàn phím,3,768000,500000,2304000,804000
366,26/06/2023,6,Miền Nam,Laptop Dell,3,14850000,12000000,44550000,8550000
367,09/10/2023,10,Miền Nam,Điện thoại,2,8240000,6000000,16480000,4480000
368,24/12/2023,12,Miền Trung,Laptop Dell,3,15000000,13200000,45000000,5400000
369,18/09/2023,9,Miền Bắc,Bàn phím,4,824000,500000,3296000,1296000
370,03/05/2023,5,Miền Nam,Bàn phím,4,832000,500000,3328000,1328000
371,19/11/2023,11,Miền Trung,Laptop Dell,6,15000000,13200000,90000000,10800000
372,22/04/2023,4,Miền Trung,Bàn phím,2,824000,550000,1648000,548000
373,10/07/2023,7,Miền Nam,Điện thoại,2,7760000,6000000,15520000,3520000
374,10/03/2023,3,Miền Nam,Tai nghe,1,490000,250000,490000,240000
375,06/04/2023,4,Miền Nam,Chuột quang,5,196000,100000,980000,480000
376,03/04/2023,4,Miền Nam,Bàn phím,4,776000,500000,3104000,1104000
377,16/06/2023,6,Miền Trung,Điện thoại,1,7600000,6600000,7600000,1000000
378,18/02/2023,2,Miền Trung,Điện thoại,6,8240000,6600000,49440000,9840000
379,13/06/2023,6,Miền Trung,Laptop Dell,3,15150000,13200000,45450000,5850000
380,28/08/2023,8,Miền Nam,Điện thoại,5,8160000,6000000,40800000,10800000
381,21/01/2023,1,Miền Nam,Laptop Dell,5,15150000,12000000,75750000,15750000
382,21/11/2023,11,Miền Trung,Tai nghe,8,490000,275000,3920000,1720000
383,04/04/2023,4,Miền Trung,Laptop Dell,4,14250000,13200000,57000000,4200000
384,11/10/2023,10,Miền Trung,Chuột quang,4,206000,110000,824000,384000
385,09/04/2023,4,Miền Nam,Điện thoại,1,8160000,6000000,8160000,2160000
386,01/11/2023,11,Miền Bắc,Tai nghe,7,505000,250000,3535000,1785000
387,11/07/2023,7,Miền Nam,Laptop Dell,2,15300000,12000000,30600000,6600000
388,15/11/2023,11,Miền Bắc,Chuột quang,7,198000,100000,1386000,686000
389,02/03/2023,3,Miền Trung,Điện thoại,1,8320000,6600000,8320000,1720000
390,07/05/2023,5,Miền Trung,Bàn phím,1,768000,550000,768000,218000
391,26/06/2023,6,Miền Trung,Điện thoại,1,8080000,6600000,8080000,1480000
392,21/12/2023,12,Miền Bắc,Tai nghe,1,485000,250000,485000,235000
393,27/08/2023,8,Miền Trung,Tai nghe,2,495000,275000,990000,440000
394,14/09/2023,9,Miền Nam,Chuột quang,3,198000,100000,594000,294000
395,06/10/2023,10,Miền Trung,Bàn phím,5,760000,550000,3800000,1050000
396,02/05/2023,5,Miền Nam,Tai nghe,5,515000,250000,2575000,1325000
397,18/06/2023,6,Miền Nam,Bàn phím,1,776000,500000,776000,276000
398,03/04/2023,4,Miền Bắc,Điện thoại,1,7920000,6000000,7920000,1920000
399,26/04/2023,4,Miền Nam,Chuột quang,1,192000,100000,192000,92000
400,18/07/2023,7,Miền Trung,Laptop Dell,1,15000000,13200000,15000000,1800000
401,15/07/2023,7,Miền Bắc,Bàn phím,2,824000,500000,1648000,648000
402,21/04/2023,4,Miền Trung,Tai nghe,5,515000,275000,2575000,1200000
403,11/04/2023,4,Miền Nam,Bàn phím,2,816000,500000,1632000,632000
404,02/02/2023,2,Miền Trung,Laptop Dell,1,14400000,13200000,14400000,1200000
405,15/04/2023,4,Miền Trung,Chuột quang,1,200000,110000,200000,90000
406,16/10/2023,10,Miền Trung,Tai nghe,5,510000,275000,2550000,1175000
407,12/05/2023,5,Miền Nam,Laptop Dell,5,15000000,12000000,75000000,15000000
408,13/10/2023,10,Miền Trung,Chuột quang,3,202000,110000,606000,276000
409,09/08/2023,8,Miền Trung,Chuột quang,5,190000,110000,950000,400000
410,06/10/2023,10,Miền Nam,Điện thoại,2,8000000,6000000,16000000,4000000
411,10/12/2023,12,Miền Trung,Chuột quang,7,190000,110000,1330000,560000
412,07/03/2023,3,Miền Trung,Laptop Dell,4,15150000,13200000,60600000,7800000
413,15/02/2023,2,Miền Nam,Laptop Dell,3,15150000,12000000,45450000,9450000
414,10/03/2023,3,Miền Bắc,Laptop Dell,3,14700000,12000000,44100000,8100000
415,03/09/2023,9,Miền Nam,Laptop Dell,1,14700000,12000000,14700000,2700000
416,28/05/2023,5,Miền Nam,Chuột quang,4,198000,100000,792000,392000
417,16/10/2023,10,Miền Nam,Tai nghe,2,515000,250000,1030000,530000
418,04/03/2023,3,Miền Bắc,Bàn phím,3,808000,500000,2424000,924000
419,13/08/2023,8,Miền Bắc,Chuột quang,2,200000,100000,400000,200000
420,23/01/2023,1,Miền Bắc,Laptop Dell,8,15600000,12000000,124800000,28800000
421,04/06/2023,6,Miền Trung,Tai nghe,3,480000,275000,1440000,615000
422,19/01/2023,1,Miền Trung,Điện thoại,3,8240000,6600000,24720000,4920000
423,02/03/2023,3,Miền Bắc,Chuột quang,5,208000,100000,1040000,540000
424,06/09/2023,9,Miền Bắc,Laptop Dell,3,14400000,12000000,43200000,7200000
425,16/04/2023,4,Miền Bắc,Chuột quang,2,196000,100000,392000,192000
426,21/09/2023,9,Miền Bắc,Bàn phím,3,792000,500000,2376000,876000
427,01/11/2023,11,Miền Trung,Laptop Dell,1,15600000,13200000,15600000,2400000
428,24/07/2023,7,Miền Trung,Điện thoại,4,7920000,6600000,31680000,5280000
429,08/11/2023,11,Miền Bắc,Chuột quang,5,208000,100000,1040000,540000
430,05/08/2023,8,Miền Trung,Chuột quang,1,200000,110000,200000,90000
431,22/01/2023,1,Miền Nam,Chuột quang,5,208000,100000,1040000,540000
432,16/05/2023,5,Miền Trung,Bàn phím,3,776000,550000,2328000,678000
433,26/11/2023,11,Miền Bắc,Tai nghe,7,505000,250000,3535000,1785000
434,06/11/2023,11,Miền Nam,Chuột quang,5,208000,100000,1040000,540000
435,21/11/2023,11,Miền Bắc,Laptop Dell,1,14550000,12000000,14550000,2550000
436,05/06/2023,6,Miền Bắc,Chuột quang,4,202000,100000,808000,408000
437,28/06/2023,6,Miền Nam,Laptop Dell,4,14550000,12000000,58200000,10200000
438,24/01/2023,1,Miền Bắc,Laptop Dell,3,15150000,12000000,45450000,9450000
439,24/06/2023,6,Miền Nam,Laptop Dell,2,15000000,12000000,30000000,6000000
440,06/12/2023,12,Miền Nam,Bàn phím,1,808000,500000,808000,308000
441,04/12/2023,12,Miền Nam,Điện thoại,5,7840000,6000000,39200000,9200000
442,02/08/2023,8,Miền Trung,Bàn phím,3,832000,550000,2496000,846000
443,08/05/2023,5,Miền Bắc,Bàn phím,5,824000,500000,4120000,1620000
444,04/05/2023,5,Miền Trung,Tai nghe,5,490000,275000,2450000,1075000
445,11/09/2023,9,Miền Bắc,Bàn phím,3,776000,500000,2328000,828000
446,22/04/2023,4,Miền Trung,Laptop Dell,5,15300000,13200000,76500000,10500000
447,02/11/2023,11,Miền Nam,Tai nghe,1,480000,250000,480000,230000
448,08/12/2023,12,Miền Nam,Tai nghe,1,505000,250000,505000,255000
449,20/09/2023,9,Miền Trung,Laptop Dell,3,14850000,13200000,44550000,4950000
450,21/12/2023,12,Miền Nam,Chuột quang,4,202000,100000,808000,408000
451,22/10/2023,10,Miền Nam,Điện thoại,1,7600000,6000000,7600000,1600000
452,22/05/2023,5,Miền Bắc,Tai nghe,3,490000,250000,1470000,720000
453,26/12/2023,12,Miền Trung,Bàn phím,3,800000,550000,2400000,750000
454,02/12/2023,12,Miền Trung,Chuột quang,1,192000,110000,192000,82000
455,15/01/2023,1,Miền Trung,Bàn phím,3,816000,550000,2448000,798000
456,08/07/2023,7,Miền Bắc,Tai nghe,2,515000,250000,1030000,530000
457,12/03/2023,3,Miền Nam,Chuột quang,4,206000,100000,824000,424000
458,01/11/2023,11,Miền Trung,Laptop Dell,3,15600000,13200000,46800000,7200000
459,28/03/2023,3,Miền Trung,Tai nghe,2,495000,275000,990000,440000
460,04/12/2023,12,Miền Trung,Điện thoại,9,8160000,6600000,73440000,14040000
461,27/07/2023,7,Miền Trung,Điện thoại,1,7840000,6600000,7840000,1240000
462,26/04/2023,4,Miền Bắc,Bàn phím,1,784000,500000,784000,284000
463,22/03/2023,3,Miền Nam,Chuột quang,5,206000,100000,1030000,530000
464,25/06/2023,6,Miền Trung,Laptop Dell,4,14400000,13200000,57600000,4800000
465,25/12/2023,12,Miền Trung,Bàn phím,5,824000,550000,4120000,1370000
466,15/07/2023,7,Miền Trung,Chuột quang,3,198000,110000,594000,264000
467,22/01/2023,1,Miền Trung,Laptop Dell,4,14250000,13200000,57000000,4200000
468,14/12/2023,12,Miền Bắc,Bàn phím,6,808000,500000,4848000,1848000
469,01/12/2023,12,Miền Trung,Tai nghe,9,495000,275000,4455000,1980000
470,03/03/2023,3,Miền Nam,Chuột quang,1,206000,100000,206000,106000
471,01/10/2023,10,Miền Nam,Tai nghe,5,500000,250000,2500000,1250000
472,16/04/2023,4,Miền Trung,Điện thoại,1,8000000,6600000,8000000,1400000
473,22/04/2023,4,Miền Trung,Bàn phím,4,792000,550000,3168000,968000
474,16/01/2023,1,Miền Bắc,Tai nghe,6,495000,250000,2970000,1470000
475,22/01/2023,1,Miền Nam,Điện thoại,6,7920000,6000000,47520000,11520000
476,12/11/2023,11,Miền Trung,Bàn phím,1,768000,550000,768000,218000
477,04/07/2023,7,Miền Nam,Bàn phím,4,768000,500000,3072000,1072000
478,27/11/2023,11,Miền Nam,Điện thoại,5,7600000,6000000,38000000,8000000
479,28/11/2023,11,Miền Nam,Laptop Dell,3,15600000,12000000,46800000,10800000
480,08/09/2023,9,Miền Nam,Điện thoại,4,7840000,6000000,31360000,7360000
481,24/06/2023,6,Miền Bắc,Chuột quang,4,202000,100000,808000,408000
482,22/09/2023,9,Miền Bắc,Tai nghe,3,495000,250000,1485000,735000
483,17/04/2023,4,Miền Nam,Điện thoại,4,7760000,6000000,31040000,7040000
484,16/07/2023,7,Miền Nam,Tai nghe,1,490000,250000,490000,240000
485,23/03/2023,3,Miền Trung,Bàn phím,5,784000,550000,3920000,1170000
486,02/07/2023,7,Miền Bắc,Laptop Dell,4,14700000,12000000,58800000,10800000
487,22/02/2023,2,Miền Nam,Điện thoại,5,8240000,6000000,41200000,11200000
488,20/06/2023,6,Miền Nam,Laptop Dell,3,14550000,12000000,43650000,7650000
489,07/10/2023,10,Miền Nam,Bàn phím,3,784000,500000,2352000,852000
490,22/12/2023,12,Miền Trung,Điện thoại,9,7920000,6600000,71280000,11880000
491,23/09/2023,9,Miền Trung,Bàn phím,3,792000,550000,2376000,726000
492,24/05/2023,5,Miền Nam,Laptop Dell,2,14250000,12000000,28500000,4500000
493,04/08/2023,8,Miền Nam,Laptop Dell,2,15000000,12000000,30000000,6000000
494,19/06/2023,6,Miền Trung,Điện thoại,1,7760000,6600000,7760000,1160000
495,05/10/2023,10,Miền Trung,Bàn phím,4,760000,550000,3040000,840000
496,22/09/2023,9,Miền Trung,Bàn phím,2,816000,550000,1632000,532000
497,01/06/2023,6,Miền Nam,Tai nghe,3,505000,250000,1515000,765000
498,26/11/2023,11,Miền Bắc,Tai nghe,3,485000,250000,1455000,705000
499,01/09/2023,9,Miền Trung,Bàn phím,5,816000,550000,4080000,1330000
500,18/04/2023,4,Miền Bắc,Tai nghe,4,500000,250000,2000000,1000000
501,05/05/2023,5,Miền Nam,Tai nghe,3,510000,250000,1530000,780000
502,19/08/2023,8,Miền Trung,Laptop Dell,5,15450000,13200000,77250000,11250000
503,08/06/2023,6,Miền Trung,Chuột quang,3,196000,110000,588000,258000
504,23/04/2023,4,Miền Trung,Bàn phím,1,768000,550000,768000,218000
505,23/11/2023,11,Miền Trung,Laptop Dell,7,14850000,13200000,103950000,11550000
506,02/04/2023,4,Miền Trung,Điện thoại,1,8080000,6600000,8080000,1480000
507,13/08/2023,8,Miền Nam,Tai nghe,1,520000,250000,520000,270000
508,18/09/2023,9,Miền Trung,Laptop Dell,3,15600000,13200000,46800000,7200000
509,07/02/2023,2,Miền Trung,Tai nghe,8,520000,275000,4160000,1960000
510,23/10/2023,10,Miền Nam,Bàn phím,4,776000,500000,3104000,1104000
511,02/04/2023,4,Miền Bắc,Bàn phím,1,816000,500000,816000,316000
512,12/09/2023,9,Miền Trung,Chuột quang,3,200000,110000,600000,270000
513,22/11/2023,11,Miền Bắc,Laptop Dell,3,15300000,12000000,45900000,9900000
514,02/10/2023,10,Miền Bắc,Điện thoại,3,7760000,6000000,23280000,5280000
515,22/07/2023,7,Miền Nam,Bàn phím,3,832000,500000,2496000,996000
516,08/07/2023,7,Miền Nam,Bàn phím,1,776000,500000,776000,276000
517,21/02/2023,2,Miền Trung,Bàn phím,4,776000,550000,3104000,904000
518,24/01/2023,1,Miền Nam,Laptop Dell,3,14850000,12000000,44550000,8550000
519,10/10/2023,10,Miền Nam,Laptop Dell,1,14850000,12000000,14850000,2850000
520,01/01/2023,1,Miền Nam,Tai nghe,7,515000,250000,3605000,1855000
521,24/03/2023,3,Miền Nam,Chuột quang,3,206000,100000,618000,318000
522,24/07/2023,7,Miền Nam,Bàn phím,3,760000,500000,2280000,780000
523,07/01/2023,1,Miền Trung,Tai nghe,3,510000,275000,1530000,705000
524,05/02/2023,2,Miền Trung,Tai nghe,6,495000,275000,2970000,1320000
525,12/03/2023,3,Miền Trung,Laptop Dell,4,15150000,13200000,60600000,7800000
526,17/02/2023,2,Miền Trung,Laptop Dell,8,15600000,13200000,124800000,19200000
527,27/08/2023,8,Miền Nam,Laptop Dell,5,15000000,12000000,75000000,15000000
528,14/04/2023,4,Miền Trung,Điện thoại,3,7760000,6600000,23280000,3480000
529,22/05/2023,5,Miền Nam,Tai nghe,2,490000,250000,980000,480000
530,20/04/2023,4,Miền Bắc,Bàn phím,1,800000,500000,800000,300000
531,15/01/2023,1,Miền Nam,Tai nghe,5,505000,250000,2525000,1275000
532,17/06/2023,6,Miền Nam,Điện thoại,1,8320000,6000000,8320000,2320000
533,01/07/2023,7,Miền Nam,Laptop Dell,3,15150000,12000000,45450000,9450000
534,01/12/2023,12,Miền Trung,Bàn phím,5,808000,550000,4040000,1290000
535,11/05/2023,5,Miền Bắc,Bàn phím,2,800000,500000,1600000,600000
536,08/08/2023,8,Miền Bắc,Chuột quang,3,200000,100000,600000,300000
537,23/01/2023,1,Miền Nam,Điện thoại,3,8240000,6000000,24720000,6720000
538,10/01/2023,1,Miền Trung,Bàn phím,8,784000,550000,6272000,1872000
539,04/04/2023,4,Miền Bắc,Tai nghe,1,520000,250000,520000,270000
540,08/07/2023,7,Miền Bắc,Bàn phím,1,816000,500000,816000,316000
541,08/07/2023,7,Miền Trung,Bàn phím,4,768000,550000,3072000,872000
542,08/11/2023,11,Miền Nam,Tai nghe,3,510000,250000,1530000,780000
543,14/11/2023,11,Miền Bắc,Điện thoại,3,7840000,6000000,23520000,5520000
544,07/04/2023,4,Miền Nam,Bàn phím,2,824000,500000,1648000,648000
545,20/09/2023,9,Miền Bắc,Bàn phím,2,760000,500000,1520000,520000
546,24/03/2023,3,Miền Bắc,Tai nghe,5,500000,250000,2500000,1250000
547,10/06/2023,6,Miền Trung,Laptop Dell,3,14550000,13200000,43650000,4050000
548,07/04/2023,4,Miền Nam,Bàn phím,5,760000,500000,3800000,1300000
549,10/12/2023,12,Miền Nam,Chuột quang,3,200000,100000,600000,300000
550,17/02/2023,2,Miền Bắc,Tai nghe,4,485000,250000,1940000,940000
551,15/02/2023,2,Miền Nam,Điện thoại,9,7680000,6000000,69120000,15120000
552,20/05/2023,5,Miền Nam,Tai nghe,4,505000,250000,2020000,1020000
553,28/04/2023,4,Miền Nam,Bàn phím,5,792000,500000,3960000,1460000
554,08/08/2023,8,Miền Trung,Tai nghe,1,505000,275000,505000,230000
555,07/08/2023,8,Miền Nam,Điện thoại,2,7920000,6000000,15840000,3840000
556,22/03/2023,3,Miền Nam,Tai nghe,2,500000,250000,1000000,500000
557,12/01/2023,1,Miền Bắc,Bàn phím,1,832000,500000,832000,332000
558,11/02/2023,2,Miền Nam,Laptop Dell,7,15150000,12000000,106050000,22050000
559,28/10/2023,10,Miền Bắc,Laptop Dell,2,14700000,12000000,29400000,5400000
560,06/05/2023,5,Miền Nam,Điện thoại,3,8320000,6000000,24960000,6960000
561,23/09/2023,9,Miền Trung,Điện thoại,1,7680000,6600000,7680000,1080000
562,05/12/2023,12,Miền Nam,Tai nghe,7,500000,250000,3500000,1750000
563,27/10/2023,10,Miền Nam,Laptop Dell,2,14850000,12000000,29700000,5700000
564,26/09/2023,9,Miền Nam,Tai nghe,4,480000,250000,1920000,920000
565,02/09/2023,9,Miền Bắc,Điện thoại,4,8160000,6000000,32640000,8640000
566,18/04/2023,4,Miền Bắc,Laptop Dell,4,14550000,12000000,58200000,10200000
567,16/04/2023,4,Miền Nam,Điện thoại,3,7840000,6000000,23520000,5520000
568,23/06/2023,6,Miền Bắc,Chuột quang,3,194000,100000,582000,282000
569,02/10/2023,10,Miền Trung,Bàn phím,2,808000,550000,1616000,516000
570,11/04/2023,4,Miền Bắc,Bàn phím,1,784000,500000,784000,284000
571,07/04/2023,4,Miền Bắc,Điện thoại,4,7680000,6000000,30720000,6720000
572,18/05/2023,5,Miền Bắc,Laptop Dell,3,14700000,12000000,44100000,8100000
573,11/07/2023,7,Miền Bắc,Laptop Dell,1,14700000,12000000,14700000,2700000
574,24/05/2023,5,Miền Nam,Tai nghe,1,500000,250000,500000,250000
575,03/08/2023,8,Miền Trung,Điện thoại,4,7920000,6600000,31680000,5280000
576,26/01/2023,1,Miền Nam,Laptop Dell,3,14250000,12000000,42750000,6750000
577,19/05/2023,5,Miền Trung,Bàn phím,3,824000,550000,2472000,822000
578,26/09/2023,9,Miền Trung,Điện thoại,2,7920000,6600000,15840000,2640000
579,08/02/2023,2,Miền Nam,Tai nghe,3,485000,250000,1455000,705000
580,08/04/2023,4,Miền Bắc,Laptop Dell,1,15150000,12000000,15150000,3150000
581,07/03/2023,3,Miền Nam,Chuột quang,2,202000,100000,404000,204000
582,07/10/2023,10,Miền Nam,Điện thoại,1,8320000,6000000,8320000,2320000
583,06/10/2023,10,Miền Nam,Bàn phím,2,832000,500000,1664000,664000
584,24/10/2023,10,Miền Nam,Chuột quang,2,204000,100000,408000,208000
585,27/03/2023,3,Miền Nam,Điện thoại,2,8080000,6000000,16160000,4160000
586,16/08/2023,8,Miền Nam,Bàn phím,3,776000,500000,2328000,828000
587,11/06/2023,6,Miền Trung,Laptop Dell,2,15300000,13200000,30600000,4200000
588,11/12/2023,12,Miền Bắc,Bàn phím,3,808000,500000,2424000,924000
589,27/05/2023,5,Miền Bắc,Điện thoại,5,8240000,6000000,41200000,11200000
590,20/04/2023,4,Miền Bắc,Bàn phím,5,800000,500000,4000000,1500000
591,25/07/2023,7,Miền Bắc,Laptop Dell,4,14550000,12000000,58200000,10200000
592,18/01/2023,1,Miền Trung,Chuột quang,9,200000,110000,1800000,810000
593,02/02/2023,2,Miền Trung,Laptop Dell,7,14400000,13200000,100800000,8400000
594,26/01/2023,1,Miền Trung,Bàn phím,1,800000,550000,800000,250000
